"Age","Gender","Latitude","Longitude","PSAI_M","PSAI_F","PSAI_Total","Mtoy","Ftoy","BEM_Masc","BEM_Fem"
29,2,34.60650635,-87.00779724,18,49,14.15,1,3.67,3.35,4.8
39,2,29.57429504,-81.56410217,35,56,25.15,3,5,5.1,6.15
37,2,30.522995,-87.90329742,28,44,30.65,1.75,4.33,5.1,3.9
41,2,32.36430359,-88.7036972,35,19,65.85,3,1,4.05,4.35
41,2,32.36430359,-88.7036972,40,33,55.95,4,2.67,3.3,4.05
42,2,29.83210754,-95.73459625,23,51,17.45,1,4.33,4.95,4.05
61,2,43.03019714,-88.21530151,32,31,49.35,2.25,2,4.79,5.45
30,2,30.06840515,-95.37270355,39,27,61.45,2.5,2.67,3,4.15
22,2,26.27200317,-80.25800323,24,26,46.05,2.5,1.67,4.95,5.2
46,2,25.89039612,-80.23919678,29,51,24.05,1.5,4.67,5.25,5.7
21,2,41.63839722,-81.37870026,23,35,35.05,1.75,3,3.15,4.25
35,2,42.42149353,-82.8986969,20,37,29.55,1,2.33,4.89,4.5
29,2,42.97729492,-87.89409637,32,34,46.05,1.5,3.33,5.75,5.3
28,2,42.4178009,-83.10449982,23,45,24.05,1.5,3,4.75,4.9
56,2,43.0565033,-83.74829865,33,40,40.55,3,4,5.5,5.25
29,2,34.16929626,-118.2662964,19,46,18.55,1.25,3,3.9,3.9
56,2,33.10920715,-87.53919983,40,34,54.85,2.5,2,5.35,4.6
32,2,28.53109741,-80.85230255,20,32,35.05,1.5,1,5.05,5.25
58,2,33.17689514,-96.69850159,20,40,26.25,1.5,3.33,4.85,4.55
35,2,41.38619995,-81.79149628,41,42,47.15,3.5,3.33,5.7,4.95
41,2,31.85809326,-81.58540344,26,50,21.85,2,3.67,2.85,5
31,2,37.26939392,-107.0098038,26,34,39.45,2.25,2,3.15,4.6
44,2,38.78999329,-90.85489655,28,35,40.55,1,2,3.5,4.53
24,2,35.95930481,-86.54199982,30,33,44.95,2.5,2.33,5.6,4.75
36,2,33.78860474,-117.930603,27,54,18.55,1,4.33,5.35,4.42
34,2,44.27600098,-88.3730011,40,22,68.05,2.5,1.33,4.95,4.15
52,2,33.07350159,-96.90319824,19,50,14.15,1,4,4.1,5.95
31,2,32.7243042,-97.08049774,33,46,33.95,2.5,3.67,5.75,4.15
27,2,33.54870605,-84.40239716,29,58,16.35,2.25,5,4.1,5.3
21,2,32.85920715,-97.08190155,18,45,18.55,1.5,2,3.8,3.8
26,2,41.72720337,-86.24479675,27,58,14.15,2.25,5,4.4,4.2
20,2,42.03599548,-93.46520233,26,47,25.15,2.25,3.67,2.2,3.9
26,2,29.8874054,-90.02610016,15,41,19.65,1.5,3,4.35,4.85
35,2,40.41690063,-74.25789642,27,47,26.25,2,3.33,5.05,4.85
27,2,41.6934967,-87.61450195,34,34,48.25,2.5,3.67,4.2,3.4
36,2,39.16200256,-84.45690155,34,35,47.15,2.75,3,4.5,4.3
25,2,33.20039368,-117.2906952,31,30,49.35,2.5,2,3.8,4.1
28,2,33.20039368,-117.2906952,23,46,22.95,1,3.33,4.9,4.5
27,2,35.92170715,-84.18289948,29,54,20.75,2.5,4.33,3.65,5
44,2,37.645401,-84.81710052,36,35,49.35,2.5,3,3.7,4.95
45,2,28.58009338,-81.44100189,25,46,25.15,1.5,4,5.85,5.7
39,2,40.28300476,-74.62169647,29,31,46.05,1.5,2.33,3.75,5.15
29,2,32.78309631,-96.80670166,30,37,40.55,2.25,3,5,4.8
59,2,27.33639526,-82.5306015,29,43,32.85,1.5,3.67,5.25,4.9
43,2,40.76109314,-73.93190002,35,50,31.75,3,5,4.21,4
41,2,48.19869995,-114.3856964,27,42,31.75,1.75,3,3.9,5
22,2,40.75979614,-111.8626022,36,46,37.25,1.75,3.33,5.05,4.1
27,2,43.18710327,-70.91000366,25,42,29.55,2.25,3,3.25,5.2
27,2,46.40910339,-84.35369873,14,43,16.35,1,3.33,4.9,5.05
46,2,33.44250488,-79.15879822,18,44,19.65,1.25,3.67,5.15,3.7
25,2,33.5007019,-111.9829025,31,29,50.45,2,2,5.2,5.4
61,2,42.94030762,-71.4434967,28,30,46.05,2,2.33,3.6,3.05
35,2,40.55160522,-74.46369934,24,52,17.45,1.75,4,3.9,5.5
59,2,43.18580627,-77.60240173,20,40,26.25,2,3,4.45,5.3
23,2,38,-97,35,37,46.05,2.5,3,4.6,3.9
57,2,40.76249695,-73.95030212,17,32,31.75,1,2.67,3.45,4.2
25,2,33.57789612,-101.8552017,31,27,52.65,2.25,2.33,4.3,5.5
45,2,45.34240723,-96.38700104,32,41,38.35,2.75,2.67,3.7,4.25
19,2,40.75169373,-73.8832016,28,40,35.05,2,4.33,4.75,4.65
29,2,47.83450317,-117.2104034,30,27,51.55,1.75,2,3.65,5.35
45,2,40.45309448,-79.92939758,16,45,16.35,1,3.67,5.25,5.15
56,2,33.6598053,-85.83159637,38,29,58.15,3,2,3.8,4.21
32,2,40.9394989,-75.96949768,27,50,22.95,1.75,4.67,4.45,3.95
28,2,45.52340698,-122.6762009,40,26,63.65,1.75,2,5.65,3.6
48,2,41.70350647,-83.60520172,19,31,35.05,1.25,1.67,4.6,4.6
40,2,40.26449585,-74.02100372,20,41,25.15,1,3,4.45,4.11
61,2,43.00790405,-71.49500275,37,35,50.45,3,2.67,3.75,3
36,2,29.522995,-98.52700043,31,49,28.45,2.25,4,4.65,5
28,2,34.00909424,-84.00879669,31,32,47.15,1,1,6,6.1
47,2,47.60620117,-122.3320999,18,51,11.95,1.5,4.67,4.35,4.5
32,2,39.08979797,-77.06109619,30,25,53.75,2,1.67,3.7,3.85
50,2,40.38139343,-82.4992981,24,35,36.15,1.75,3.33,4.2,4.4
22,2,28.6078949,-81.30549622,30,30,48.25,2.25,2.33,5.25,3.42
27,2,34.05220032,-118.2436981,25,33,39.45,1.5,2.67,4.2,4.8
22,2,40.74699402,-73.75669861,28,29,47.15,2.5,2.33,4.75,4.2
43,2,28.54449463,-81.37059784,25,44,27.35,1.5,3,4.74,4.25
46,2,38.42379761,-91.00630188,30,41,36.15,2,3.33,4.9,4.95
49,2,35.92979431,-86.46050262,29,36,40.55,2,3,4.85,3.1
46,2,36.34790039,-86.60050201,28,49,25.15,2.5,3.67,3.35,5.55
59,2,41.9618988,-87.94730377,28,30,46.05,2.25,2.67,3,3.6
54,2,38.70120239,-90.36699677,33,25,57.05,2.25,2,5.15,3.45
